1555014576.611088,4
1555014576.714451,27
1555014576.817202,58
1555014576.921292,92
1555014577.024331,100
1555014577.131211,100
1555014577.234525,100
1555014577.337254,99
1555014577.440890,100
1555014577.543667,100
1555014577.646339,100
1555014577.749443,100
1555014577.852289,100
1555014577.956265,100
1555014578.059875,100
1555014578.163752,100
1555014578.268116,100
1555014578.371960,100
1555014578.474899,100
1555014578.577213,100
1555014578.680896,100
1555014578.783861,100
1555014578.887262,100
1555014578.990790,100
1555014579.093202,100
1555014579.196564,100
1555014579.299442,100
1555014579.403100,100
1555014579.507784,87
1555014579.611110,60
1555014579.713812,99
1555014579.816669,86
1555014579.919703,57
1555014580.055028,45
1555014580.161879,35
1555014580.265133,29
1555014580.370127,31
1555014580.475173,31
1555014580.579809,30
1555014580.682700,28
1555014580.785319,24
1555014580.888042,27
1555014580.990753,28
1555014581.095186,30
1555014581.198510,37
1555014581.301439,38
1555014581.405022,34
1555014581.508490,30
1555014581.611884,28
1555014581.714322,29
1555014581.817897,35
1555014581.921492,43
1555014582.029468,39
1555014582.133190,37
1555014582.236066,44
1555014582.338501,42
1555014582.442076,40
1555014582.544543,32
1555014582.649060,39
1555014582.753965,44
1555014582.856304,44
1555014582.960155,44
1555014583.064356,45
1555014583.167270,45
1555014583.270672,46
1555014583.375575,46
1555014583.485414,47
1555014583.588219,47
1555014583.692218,46
1555014583.794873,46
1555014583.897560,47
1555014584.000868,47
1555014584.103256,47
1555014584.206366,47
1555014584.309136,47
1555014584.411837,48
1555014584.514555,48
1555014584.617905,49
1555014584.727829,49
1555014584.830449,50
1555014584.933523,50
1555014585.037364,49
1555014585.141122,49
1555014585.244588,49
1555014585.347881,50
1555014585.451313,50
1555014585.554260,50
1555014585.658113,50
1555014585.761042,50
1555014585.864778,51
1555014585.970306,51
1555014586.074275,52
1555014586.177134,52
1555014586.280813,53
1555014586.385360,52
1555014586.487968,53
1555014586.593859,53
1555014586.697278,53
1555014586.801565,54
1555014586.904522,54
1555014587.007246,54
1555014587.111093,54
1555014587.214474,54
1555014587.317701,54
1555014587.420350,55
1555014587.522722,55
1555014587.626318,55
1555014587.729625,55
1555014587.832466,56
1555014587.936205,56
1555014588.042266,55
1555014588.145574,55
1555014588.248067,55
1555014588.351052,55
1555014588.454069,56
1555014588.557442,56
1555014588.660671,56
1555014588.764168,56
1555014588.867287,57
1555014588.969323,58
1555014589.071920,58
1555014589.175759,58
1555014589.278275,57
1555014589.381283,57
1555014589.484054,58
1555014589.586463,58
1555014589.689483,58
1555014589.792077,58
1555014589.895105,58
1555014590.000405,58
1555014590.103992,59
1555014590.206938,59
1555014590.309508,60
1555014590.413530,61
1555014590.517094,61
1555014590.620233,62
1555014590.723156,61
1555014590.825729,61
1555014590.928488,61
1555014591.032243,61
1555014591.134731,61
1555014591.238299,62
1555014591.341704,62
1555014591.444920,62
1555014591.548120,62
1555014591.650887,62
1555014591.753572,63
1555014591.856370,64
1555014591.959886,64
1555014592.062828,64
1555014592.165422,63
1555014592.269327,63
1555014592.372428,64
1555014592.475914,64
1555014592.578479,64
1555014592.682631,64
1555014592.785487,63
1555014592.887919,63
1555014592.990832,64
1555014593.094295,64
1555014593.197310,65
1555014593.299833,65
1555014593.403005,65
1555014593.505702,65
1555014593.608720,66
1555014593.711245,65
1555014593.814201,65
1555014593.917430,65
1555014594.020911,65
1555014594.123447,65
1555014594.226078,66
1555014594.328991,66
1555014594.432188,66
1555014594.535437,66
1555014594.641087,67
1555014594.744315,67
1555014594.846754,67
1555014594.949659,68
1555014595.052114,69
1555014595.155222,68
1555014595.258827,68
1555014595.362106,67
1555014595.464439,68
1555014595.567684,69
1555014595.671257,69
1555014595.774967,69
1555014595.877756,69
1555014595.980732,69
1555014596.083605,69
1555014596.186983,71
1555014596.289282,71
1555014596.393390,71
1555014596.496022,71
1555014596.598474,71
1555014596.700991,70
1555014596.803538,70
1555014596.906490,71
1555014597.009430,71
1555014597.112010,71
1555014597.217291,71
1555014597.320446,71
1555014597.423285,71
1555014597.527087,71
1555014597.632415,72
1555014597.735321,73
1555014597.838956,72
1555014597.941696,72
1555014598.044510,72
1555014598.148424,72
1555014598.251004,72
1555014598.354730,72
1555014598.459124,72
1555014598.562991,72
1555014598.667133,72
1555014598.770631,72
1555014598.874016,72
1555014598.977913,73
1555014599.081973,74
1555014599.185413,74
1555014599.289090,75
1555014599.394782,75
1555014599.497987,75
1555014599.601438,75
1555014599.703923,76
1555014599.806318,75
1555014599.909945,75
1555014600.013434,75
1555014600.116408,75
1555014600.218865,75
1555014600.322208,75
1555014600.426314,76
1555014600.529314,76
1555014600.632513,76
1555014600.742324,76
1555014600.845886,77
1555014600.949262,77
1555014601.052884,77
1555014601.155847,78
1555014601.258998,78
1555014601.361871,77
1555014601.464520,77
1555014601.567087,77
1555014601.669947,77
1555014601.773362,77
1555014601.879123,78
1555014601.982720,78
1555014602.085424,78
1555014602.188350,78
1555014602.291896,77
1555014602.394710,78
1555014602.498019,78
1555014602.600933,78
1555014602.703761,79
1555014602.806553,79
1555014602.909671,80
1555014603.013110,79
1555014603.116393,79
1555014603.220229,79
1555014603.323240,79
1555014603.425717,80
1555014603.528351,80
1555014603.631411,80
1555014603.734835,80
1555014603.838580,80
1555014603.941308,80
1555014604.044790,81
1555014604.151308,82
1555014604.254280,82
1555014604.358275,81
1555014604.461039,82
1555014604.563978,81
1555014604.669014,81
1555014604.772032,81
1555014604.876296,81
1555014604.979929,82
1555014605.083591,82
1555014605.187670,82
1555014605.290846,82
1555014605.394590,82
1555014605.497884,82
1555014605.600692,83
1555014605.703843,83
1555014605.806401,84
1555014605.908998,84
1555014606.013169,84
1555014606.116015,84
1555014606.218478,83
1555014606.321177,83
1555014606.423788,83
1555014606.526824,84
1555014606.629460,84
1555014606.736945,84
1555014606.839465,84
1555014606.942896,84
1555014607.046233,84
1555014607.149082,85
1555014607.252632,86
1555014607.356601,87
1555014607.459150,86
1555014607.562174,85
1555014607.664988,85
1555014607.767416,86
1555014607.870449,85
1555014607.973591,85
1555014608.078947,85
1555014608.181725,86
1555014608.284772,86
1555014608.387767,86
1555014608.490283,86
1555014608.593588,86
1555014608.695928,86
1555014608.798792,86
1555014608.901428,87
1555014609.004641,87
1555014609.107302,88
1555014609.210659,88
1555014609.313102,88
1555014609.415805,88
1555014609.518639,87
1555014609.623900,87
1555014609.726405,87
1555014609.830015,87
1555014609.932683,88
1555014610.036608,89
1555014610.139576,89
1555014610.244184,89
1555014610.346913,88
1555014610.453467,88
1555014610.557146,89
1555014610.660100,89
1555014610.763216,90
1555014610.866202,90
1555014610.968767,90
1555014611.071585,90
1555014611.174220,89
1555014611.277442,88
1555014611.383793,89
1555014611.487222,89
1555014611.590327,90
1555014611.693453,90
1555014611.796331,90
1555014611.899244,90
1555014612.004498,90
1555014612.112181,92
1555014612.215622,92
1555014612.319195,91
1555014612.421745,91
1555014612.524750,92
1555014612.627786,92
1555014612.730825,92
1555014612.834069,91
1555014612.937330,91
1555014613.043351,91
1555014613.146263,91
1555014613.249343,91
1555014613.352621,92
1555014613.455948,92
1555014613.559291,92
1555014613.662012,92
1555014613.765192,92
1555014613.868247,93
1555014613.970873,93
1555014614.073961,94
1555014614.177343,94
1555014614.280568,95
1555014614.382983,95
1555014614.486032,94
1555014614.589431,94
1555014614.693202,94
1555014614.796475,94
1555014614.899536,94
1555014615.003437,93
1555014615.106044,94
1555014615.208295,94
1555014615.311737,94
1555014615.415588,93
1555014615.518681,95
1555014615.620776,95
1555014615.723410,95
1555014615.826610,95
1555014615.932659,95
1555014616.035977,96
1555014616.138700,96
1555014616.241365,95
1555014616.344069,95
1555014616.446831,95
1555014616.550968,95
1555014616.656036,95
1555014616.758806,94
1555014616.863147,95
1555014616.966536,96
1555014617.069171,96
1555014617.171767,96
1555014617.274535,97
1555014617.377541,97
1555014617.481389,97
1555014617.584968,97
1555014617.687943,97
1555014617.791272,97
1555014617.893665,97
1555014617.996335,97
1555014618.098884,97
1555014618.201249,97
1555014618.304273,98
1555014618.406811,98
1555014618.509289,98
1555014618.612205,98
1555014618.714843,98
1555014618.817419,99
1555014618.921496,100
1555014619.025991,100
1555014619.131185,100
1555014619.234401,100
1555014619.336925,100
1555014619.439756,100
1555014619.543010,100
1555014619.646266,99
1555014619.749239,99
1555014619.856663,99
1555014619.960253,99
1555014620.064311,99
1555014620.167261,99
1555014620.270775,99
1555014620.373654,99
1555014620.476782,99
1555014620.579581,99
1555014620.683357,100
1555014620.787053,99
1555014620.890351,99
1555014620.994488,99
1555014621.097872,99
1555014621.201640,99
1555014621.304683,99
1555014621.407250,99
1555014621.513877,93
1555014621.652884,51
1555014621.766380,52
1555014621.870909,52
1555014621.974360,52
1555014622.076984,51
1555014622.180416,51
1555014622.283311,52
1555014622.389749,52
1555014622.492726,52
1555014622.595672,52
1555014622.700677,52
1555014622.804487,53
1555014622.907546,53
1555014623.010635,53
1555014623.114593,54
1555014623.216961,54
1555014623.320567,55
1555014623.424662,55
1555014623.528339,54
1555014623.631233,54
1555014623.734315,54
1555014623.837567,55
1555014623.941422,55
1555014624.044918,55
1555014624.152286,55
1555014624.255750,56
1555014624.363125,56
1555014624.466047,58
1555014624.570433,58
1555014624.674914,58
1555014624.784741,58
1555014624.888817,57
1555014624.996412,58
1555014625.099665,58
1555014625.203220,58
1555014625.306612,58
1555014625.416868,58
1555014625.520134,56
1555014625.622714,58
1555014625.725271,58
1555014625.829464,58
1555014625.934605,60
1555014626.039611,59
1555014626.143571,60
1555014626.245948,60
1555014626.348650,59
1555014626.451139,59
1555014626.555889,59
1555014626.667280,59
1555014626.769797,60
1555014626.872527,60
1555014626.975854,60
1555014627.078344,60
1555014627.181626,60
1555014627.285283,60
1555014627.389431,63
1555014627.493124,63
1555014627.595648,63
1555014627.698321,63
1555014627.801383,63
1555014627.904341,62
1555014628.006917,63
1555014628.110269,64
1555014628.213536,63
1555014628.316335,63
1555014628.419165,63
1555014628.521723,64
1555014628.624370,64
1555014628.727289,64
1555014628.830563,65
1555014628.933265,65
1555014629.036373,65
1555014629.139550,66
1555014629.241976,66
1555014629.345059,65
1555014629.448071,65
1555014629.550732,65
1555014629.653292,65
1555014629.755660,66
1555014629.858418,66
1555014629.962006,66
1555014630.065187,65
1555014630.168006,66
1555014630.272548,65
1555014630.376359,67
1555014630.478780,67
1555014630.581584,67
1555014630.684816,67
1555014630.788418,66
1555014630.892736,66
1555014630.995851,66
1555014631.099288,67
1555014631.201902,67
1555014631.305936,67
1555014631.409872,67
1555014631.514009,67
1555014631.616575,67
1555014631.720424,68
1555014631.824722,70
1555014631.931161,70
1555014632.035175,70
1555014632.138350,70
1555014632.244280,70
1555014632.346619,70
1555014632.450089,70
1555014632.554228,70
1555014632.657733,70
1555014632.760424,70
1555014632.862951,70
1555014632.965427,70
1555014633.068479,71
1555014633.172169,71
1555014633.276779,71
1555014633.380629,72
1555014633.483298,72
1555014633.586143,72
1555014633.691204,73
1555014633.794017,73
1555014633.896800,72
1555014633.999979,72
1555014634.103323,72
1555014634.205610,72
1555014634.310931,72
1555014634.414019,73
1555014634.517214,73
1555014634.620920,74
1555014634.723549,74
1555014634.827186,72
1555014634.930798,73
1555014635.033800,73
1555014635.142865,74
1555014635.245992,74
1555014635.349168,74
1555014635.453313,73
1555014635.555831,74
1555014635.658011,74
1555014635.761123,74
1555014635.865141,75
1555014635.967694,75
1555014636.070398,75
1555014636.172928,75
1555014636.275823,75
1555014636.380394,75
1555014636.482731,76
1555014636.585297,77
1555014636.691301,77
1555014636.794601,77
1555014636.896991,77
1555014637.000333,76
1555014637.103764,76
1555014637.206599,76
1555014637.309211,77
1555014637.415235,77
1555014637.518421,77
1555014637.621132,77
1555014637.724053,77
1555014637.826643,77
1555014637.930145,77
